"","pid","DefaultStatus","BuySignal","OverturnCondition","wug_role","p2_q1","p2_q2","p2_q3","signal_sent","pragmatism","purity","justice","social_recognition","pleasure","compassion","spirituality","equality","giving","freedom","respect_tadition","moral_mean"
"12","661960d7b8bdf0bd8042c648","donated","75 tokens","19 tokens","Wug donor","2.0","2.0","1.0",1,5,5,9,3,5,8,9,9,8,6,4,6.45454545454545
"13","64013d507ab5a4cdc0c1a29a","donated","75 tokens","1 token","Wug donor","1.0","2.0","1.0",1,5,1,9,1,9,8,9,9,5,9,5,6.36363636363636
"14","60ef2700e476748689a999f7","donated","75 tokens","19 tokens","Wug donor","1.0","2.0","2.0",1,6,2,6,2,8,8,2,9,8,8,5,5.81818181818182
"15","5cba50bf114fa5001aac5570","donated","25 tokens","1 token","Wug donor","2.0","1.0","1.0",1,4,2,9,2,8,7,6,5,7,9,7,6
"16","63d569384ae2cf6d4dce7c32","not donated","25 tokens","19 tokens","Wug non-donor","1.0","1.0","2.0",1,7,2,7,4,6,3,2,8,7,7,1,4.90909090909091
"17","62df7fc27c9e824a7a774103","not donated","25 tokens","19 tokens","Wug non-donor","2.0","2.0","1.0",1,5,2,5,2,8,8,8,5,5,8,1,5.18181818181818
"18","662fbb4163d7a1695a748636","not donated","25 tokens","19 tokens","Wug non-donor","1.0","1.0","2.0",1,6,3,8,8,8,9,5,8,8,9,4,6.90909090909091
"19","664644978e90512d006ed6ec","donated","75 tokens","19 tokens","Wug donor","1.0","2.0","2.0",1,5,2,7,7,7,9,6,9,8,9,3,6.54545454545455
"20","636da58a0d76bbb9167dbf3e","not donated","25 tokens","1 token","Wug non-donor","2.0","1.0","1.0",1,5,5,5,4,5,6,5,5,5,5,6,5.09090909090909
"21","5c1b9212bfd9220001a9ada0","donated","75 tokens","1 token","Wug donor","1.0","2.0","2.0",1,8,8,8,2,8,2,2,7,2,9,2,5.27272727272727
"22","5d91daf3704e790018f47229","donated","75 tokens","1 token","Wug donor","1.0","2.0","2.0",1,4,2,8,7,5,9,5,8,8,6,2,5.81818181818182
"23","633f4f203450d46b01e3d16b","donated","25 tokens","1 token","Wug donor","2.0","1.0","2.0",1,7,5,7,5,7,7,4,8,7,8,5,6.36363636363636
"24","659590edd421a4085d51e2b9","donated","75 tokens","19 tokens","Wug donor","2.0","2.0","1.0",1,7,8,8,7,6,8,7,8,7,7,7,7.27272727272727
"25","655f96e689f922fe983fed35","not donated","25 tokens","1 token","Wug non-donor","2.0","2.0","1.0",1,3,2,4,2,5,5,2,6,2,6,2,3.54545454545455
"26","612962f44f151ddfd0298c52","not donated","75 tokens","1 token","Wug non-donor","2.0","1.0","1.0",1,6,7,9,5,8,8,8,4,7,6,9,7
"27","63c40b98533b26ec941005c3","donated","75 tokens","1 token","Wug donor","1.0","1.0","2.0",1,8,6,8,8,5,8,2,2,4,8,3,5.63636363636364
"28","665a59b27b34dcf21577d588","donated","25 tokens","19 tokens","Wug donor","1.0","2.0","2.0",1,5,6,8,4,5,9,2,8,3,9,2,5.54545454545455
"29","662939605d80002420c06af7","not donated","25 tokens","1 token","Wug non-donor","1.0","1.0","2.0",1,4,5,6,2,5,9,7,9,8,6,3,5.81818181818182
"30","66b3dc1490445aa410abd41e","donated","75 tokens","1 token","Wug donor","1.0","2.0","2.0",1,7,8,5,3,5,9,2,9,6,5,3,5.63636363636364
"31","6627e29477d23bd171a6728a","not donated","25 tokens","19 tokens","Wug non-donor","2.0","1.0","1.0",1,7,8,7,2,5,8,6,8,7,8,7,6.63636363636364
"32","65316cc42df1082ea53d162b","donated","75 tokens","19 tokens","Wug donor","1.0","1.0","2.0",1,7,4,9,8,9,8,3,9,8,9,7,7.36363636363636
"33","661415341b1fdb1844c6f6a6","donated","25 tokens","19 tokens","Wug donor","1.0","2.0","2.0",1,7,9,9,6,5,9,9,9,9,9,5,7.81818181818182
"34","6054e5f7c1931593649b158f","not donated","25 tokens","1 token","Wug non-donor","2.0","2.0","1.0",1,6,4,8,2,6,4,1,4,3,7,3,4.36363636363636
"35","63d8352e4565d58f6e88cf09","not donated","25 tokens","1 token","Wug non-donor","2.0","1.0","2.0",1,8,2,9,4,8,9,2,9,8,9,4,6.54545454545455
"36","5c388683fb3f0f0001fdf65a","donated","25 tokens","1 token","Wug donor","1.0","2.0","2.0",1,9,2,8,4,9,5,1,9,4,9,1,5.54545454545455
"37","663a5d3e48441f253cc57071","donated","25 tokens","1 token","Wug donor","1.0","2.0","2.0",1,5,4,6,4,4,7,5,8,4,9,2,5.27272727272727
"38","66d74e651732e1614c922308","donated","25 tokens","1 token","Wug donor","1.0","2.0","2.0",1,6,9,8,5,5,8,8,5,8,9,2,6.63636363636364
"39","5ac8328afa3b4e0001738e4e","donated","75 tokens","1 token","Wug donor","2.0","1.0","2.0",1,7,8,8,2,3,8,9,9,8,9,6,7
"40","666de03524464d320a1da7c5","not donated","75 tokens","19 tokens","Wug non-donor","2.0","1.0","1.0",1,4,4,6,6,7,7,5,7,5,7,2,5.45454545454545
"41","66a7f83a3e18dd8dc65b900a","donated","25 tokens","19 tokens","Wug donor","2.0","2.0","1.0",1,5,9,5,4,4,9,9,5,8,9,9,6.90909090909091
"42","666b1a0eba5ba0948938fc20","donated","75 tokens","19 tokens","Wug donor","2.0","1.0","2.0",1,6,8,8,8,6,7,7,8,8,9,5,7.27272727272727
"43","62964d27c2b2866faa677493","not donated","25 tokens","19 tokens","Wug non-donor","1.0","2.0","2.0",1,4,2,8,2,7,9,2,9,7,9,2,5.54545454545455
"44","669a92a7634bd2faf6fec077","not donated","25 tokens","1 token","Wug non-donor","1.0","1.0","2.0",1,6,7,8,5,8,8,8,7,7,9,7,7.27272727272727
"45","63b9d3abc3ddc61c8c08fd84","donated","25 tokens","1 token","Wug donor","1.0","2.0","2.0",1,7,6,8,5,8,9,5,5,7,9,5,6.72727272727273
"46","66c509c75cde01398191b5b4","not donated","25 tokens","1 token","Wug non-donor","2.0","1.0","2.0",1,5,3,7,4,7,8,3,4,4,9,5,5.36363636363636
"47","66376ada52c39f524ab6f827","not donated","75 tokens","19 tokens","Wug non-donor","1.0","2.0","1.0",1,5,6,9,8,8,6,8,7,8,5,7,7
"48","583b397f54686200010f1d20","not donated","25 tokens","19 tokens","Wug non-donor","2.0","2.0","1.0",1,5,9,9,9,6,8,9,9,9,9,6,8
"49","55bc1119fdf99b5693f3ec47","not donated","25 tokens","19 tokens","Wug non-donor","1.0","2.0","2.0",1,7,4,6,3,5,4,4,3,4,6,6,4.72727272727273
"50","59894fbbda239a0001fb8e16","not donated","25 tokens","19 tokens","Wug non-donor","1.0","1.0","1.0",1,5,2,9,2,7,8,4,9,5,8,4,5.72727272727273
"51","669c182b2a59d2c81e9053ad","not donated","75 tokens","19 tokens","Wug non-donor","2.0","2.0","1.0",1,5,7,7,4,4,6,2,6,6,6,3,5.09090909090909
"52","5fc50bb38378c80ac88354ef","donated","25 tokens","1 token","Wug donor","1.0","1.0","2.0",1,8,9,8,8,7,7,8,9,8,8,8,8
"53","61bb392e40db417c1a138dcb","not donated","25 tokens","1 token","Wug non-donor","2.0","2.0","1.0",1,7,8,9,7,6,9,9,9,9,9,8,8.18181818181818
"54","662b21e6f2125956bde7711b","donated","25 tokens","1 token","Wug donor","1.0","2.0","2.0",1,3,5,7,7,4,7,6,5,5,7,6,5.63636363636364
